Pango lineage,n,time_start,time_end
B.1.243,2917,2020.917165011767,2021.0004983451004
B.1.1,2621,2020.917165011767,2021.0004983451004
B.1.1.7,31160,2020.936329967277,2021.0196633006103
B.1.2,27370,2020.936329967277,2021.0196633006103
B.1.177,15014,2020.936329967277,2021.0196633006103
B.1,7143,2020.936329967277,2021.0196633006103
B.1.429,5684,2020.936329967277,2021.0196633006103
B.1.160,5462,2020.936329967277,2021.0196633006103
B.1.1.214,5268,2020.936329967277,2021.0196633006103
B.1.177.21,4702,2020.936329967277,2021.0196633006103
B.1.243,3603,2020.936329967277,2021.0196633006103
B.1.1,2961,2020.936329967277,2021.0196633006103
B.1.1.7,42863,2020.955494922787,2021.0388282561203
B.1.2,29635,2020.955494922787,2021.0388282561203
B.1.177,14422,2020.955494922787,2021.0388282561203
B.1,6978,2020.955494922787,2021.0388282561203
B.1.429,6804,2020.955494922787,2021.0388282561203
B.1.160,5994,2020.955494922787,2021.0388282561203
B.1.1.214,5831,2020.955494922787,2021.0388282561203
B.1.177.21,4330,2020.955494922787,2021.0388282561203
B.1.243,3676,2020.955494922787,2021.0388282561203
B.1.351,3318,2020.955494922787,2021.0388282561203
B.1.1.7,54554,2020.974659878297,2021.0579932116302
B.1.2,33691,2020.974659878297,2021.0579932116302
B.1.177,13706,2020.974659878297,2021.0579932116302
B.1.429,8946,2020.974659878297,2021.0579932116302
B.1,7608,2020.974659878297,2021.0579932116302
B.1.160,6571,2020.974659878297,2021.0579932116302
B.1.1.214,6545,2020.974659878297,2021.0579932116302
B.1.427,4241,2020.974659878297,2021.0579932116302
B.1.177.21,4156,2020.974659878297,2021.0579932116302
B.1.243,4050,2020.974659878297,2021.0579932116302
B.1.1.7,73516,2020.993824833807,2021.0771581671402
B.1.2,35591,2020.993824833807,2021.0771581671402
B.1.177,13800,2020.993824833807,2021.0771581671402
B.1.429,10300,2020.993824833807,2021.0771581671402
B.1,7872,2020.993824833807,2021.0771581671402
B.1.160,7204,2020.993824833807,2021.0771581671402
B.1.1.214,6736,2020.993824833807,2021.0771581671402
B.1.427,5083,2020.993824833807,2021.0771581671402
B.1.243,4041,2020.993824833807,2021.0771581671402
B.1.351,3759,2020.993824833807,2021.0771581671402
B.1.1.7,86099,2021.0129897893169,2021.0963231226501
B.1.2,35309,2021.0129897893169,2021.0963231226501
B.1.177,13604,2021.0129897893169,2021.0963231226501
B.1.429,13238,2021.0129897893169,2021.0963231226501
B.1,8276,2021.0129897893169,2021.0963231226501
B.1.160,7292,2021.0129897893169,2021.0963231226501
B.1.427,6240,2021.0129897893169,2021.0963231226501
B.1.1.214,6088,2021.0129897893169,2021.0963231226501
B.1.221,3894,2021.0129897893169,2021.0963231226501
B.1.351,3873,2021.0129897893169,2021.0963231226501
B.1.1.7,100648,2021.0321547448268,2021.11548807816
B.1.2,34317,2021.0321547448268,2021.11548807816
B.1.429,15023,2021.0321547448268,2021.11548807816
B.1.177,12626,2021.0321547448268,2021.11548807816
B.1,8666,2021.0321547448268,2021.11548807816
B.1.427,7247,2021.0321547448268,2021.11548807816
B.1.160,6875,2021.0321547448268,2021.11548807816
B.1.1.214,4791,2021.0321547448268,2021.11548807816
B.1.351,4060,2021.0321547448268,2021.11548807816
B.1.221,4049,2021.0321547448268,2021.11548807816
B.1.1.7,117638,2021.0513197003368,2021.13465303367
B.1.2,31317,2021.0513197003368,2021.13465303367
B.1.429,14267,2021.0513197003368,2021.13465303367
B.1.177,11272,2021.0513197003368,2021.13465303367
B.1,8334,2021.0513197003368,2021.13465303367
B.1.427,7177,2021.0513197003368,2021.13465303367
B.1.160,6305,2021.0513197003368,2021.13465303367
B.1.351,4410,2021.0513197003368,2021.13465303367
B.1.1.519,4033,2021.0513197003368,2021.13465303367
B.1.221,3891,2021.0513197003368,2021.13465303367
B.1.1.7,137567,2021.0704846558467,2021.15381798918
B.1.2,29902,2021.0704846558467,2021.15381798918
B.1.429,15442,2021.0704846558467,2021.15381798918
B.1.177,9739,2021.0704846558467,2021.15381798918
B.1,8694,2021.0704846558467,2021.15381798918
B.1.427,7760,2021.0704846558467,2021.15381798918
B.1.160,5564,2021.0704846558467,2021.15381798918
B.1.351,4930,2021.0704846558467,2021.15381798918
B.1.1.519,4923,2021.0704846558467,2021.15381798918
B.1.1,3908,2021.0704846558467,2021.15381798918
B.1.1.7,157214,2021.0896496113564,2021.1729829446897
B.1.2,28134,2021.0896496113564,2021.1729829446897
B.1.429,14811,2021.0896496113564,2021.1729829446897
B.1,8516,2021.0896496113564,2021.1729829446897
B.1.177,7931,2021.0896496113564,2021.1729829446897
B.1.427,7523,2021.0896496113564,2021.1729829446897
B.1.1.519,6148,2021.0896496113564,2021.1729829446897
B.1.351,5746,2021.0896496113564,2021.1729829446897
B.1.160,4518,2021.0896496113564,2021.1729829446897
B.1.526,4083,2021.0896496113564,2021.1729829446897
B.1.1.7,187796,2021.1088145668664,2021.1921479001996
B.1.2,26670,2021.1088145668664,2021.1921479001996
B.1.429,14110,2021.1088145668664,2021.1921479001996
B.1,8398,2021.1088145668664,2021.1921479001996
B.1.1.519,7129,2021.1088145668664,2021.1921479001996
B.1.427,7025,2021.1088145668664,2021.1921479001996
B.1.351,6747,2021.1088145668664,2021.1921479001996
B.1.177,6693,2021.1088145668664,2021.1921479001996
B.1.526,5278,2021.1088145668664,2021.1921479001996
P.1,3868,2021.1088145668664,2021.1921479001996
B.1.1.7,219683,2021.1279795223763,2021.2113128557096
B.1.2,24032,2021.1279795223763,2021.2113128557096
B.1.429,14019,2021.1279795223763,2021.2113128557096
B.1.351,7878,2021.1279795223763,2021.2113128557096
B.1.1.519,7876,2021.1279795223763,2021.2113128557096
B.1,7750,2021.1279795223763,2021.2113128557096
B.1.526,7162,2021.1279795223763,2021.2113128557096
B.1.427,6694,2021.1279795223763,2021.2113128557096
B.1.177,5228,2021.1279795223763,2021.2113128557096
P.1,4775,2021.1279795223763,2021.2113128557096
B.1.1.7,254774,2021.1471444778863,2021.2304778112195
B.1.2,21269,2021.1471444778863,2021.2304778112195
B.1.429,14194,2021.1471444778863,2021.2304778112195
B.1.526,10032,2021.1471444778863,2021.2304778112195
B.1.351,8792,2021.1471444778863,2021.2304778112195
B.1.1.519,8606,2021.1471444778863,2021.2304778112195
B.1,6884,2021.1471444778863,2021.2304778112195
B.1.427,6494,2021.1471444778863,2021.2304778112195
P.1,6354,2021.1471444778863,2021.2304778112195
B.1.177,3799,2021.1471444778863,2021.2304778112195
B.1.1.7,280788,2021.1663094333962,2021.2496427667295
B.1.2,17586,2021.1663094333962,2021.2496427667295
B.1.429,13816,2021.1663094333962,2021.2496427667295
B.1.526,13167,2021.1663094333962,2021.2496427667295
B.1.351,9329,2021.1663094333962,2021.2496427667295
B.1.1.519,9044,2021.1663094333962,2021.2496427667295
P.1,7619,2021.1663094333962,2021.2496427667295
B.1,6759,2021.1663094333962,2021.2496427667295
B.1.427,6223,2021.1663094333962,2021.2496427667295
R.1,4308,2021.1663094333962,2021.2496427667295
B.1.1.7,301134,2021.1854743889062,2021.2688077222394
B.1.526,15930,2021.1854743889062,2021.2688077222394
B.1.2,13723,2021.1854743889062,2021.2688077222394
B.1.429,12632,2021.1854743889062,2021.2688077222394
P.1,10136,2021.1854743889062,2021.2688077222394
B.1.351,9290,2021.1854743889062,2021.2688077222394
B.1.1.519,8843,2021.1854743889062,2021.2688077222394
B.1,6023,2021.1854743889062,2021.2688077222394
B.1.427,5492,2021.1854743889062,2021.2688077222394
B.1.637,5156,2021.1854743889062,2021.2688077222394
B.1.1.7,313637,2021.2046393444161,2021.2879726777494
B.1.526,18481,2021.2046393444161,2021.2879726777494
P.1,12508,2021.2046393444161,2021.2879726777494
B.1.429,11308,2021.2046393444161,2021.2879726777494
B.1.2,10133,2021.2046393444161,2021.2879726777494
B.1.351,8808,2021.2046393444161,2021.2879726777494
B.1.1.519,8739,2021.2046393444161,2021.2879726777494
B.1.637,5960,2021.2046393444161,2021.2879726777494
B.1.617.2,5643,2021.2046393444161,2021.2879726777494
P.1.14,5529,2021.2046393444161,2021.2879726777494
B.1.1.7,318331,2021.223804299926,2021.3071376332593
B.1.526,19413,2021.223804299926,2021.3071376332593
P.1,14508,2021.223804299926,2021.3071376332593
B.1.429,9479,2021.223804299926,2021.3071376332593
B.1.617.2,8721,2021.223804299926,2021.3071376332593
B.1.351,8162,2021.223804299926,2021.3071376332593
B.1.1.519,7999,2021.223804299926,2021.3071376332593
B.1.2,6938,2021.223804299926,2021.3071376332593
P.1.14,6254,2021.223804299926,2021.3071376332593
B.1.637,5977,2021.223804299926,2021.3071376332593
B.1.1.7,320105,2021.242969255436,2021.3263025887693
B.1.526,18851,2021.242969255436,2021.3263025887693
P.1,16874,2021.242969255436,2021.3263025887693
B.1.617.2,12730,2021.242969255436,2021.3263025887693
B.1.429,7647,2021.242969255436,2021.3263025887693
B.1.351,7557,2021.242969255436,2021.3263025887693
B.1.1.519,7238,2021.242969255436,2021.3263025887693
P.1.14,6874,2021.242969255436,2021.3263025887693
B.1.637,5752,2021.242969255436,2021.3263025887693
B.1.2,4713,2021.242969255436,2021.3263025887693
B.1.1.7,322132,2021.2621342109458,2021.345467544279
P.1,18490,2021.2621342109458,2021.345467544279
B.1.526,17322,2021.2621342109458,2021.345467544279
B.1.617.2,16461,2021.2621342109458,2021.345467544279
B.1.351,7191,2021.2621342109458,2021.345467544279
P.1.14,6590,2021.2621342109458,2021.345467544279
B.1.1.519,6310,2021.2621342109458,2021.345467544279
B.1.429,5782,2021.2621342109458,2021.345467544279
B.1.637,5360,2021.2621342109458,2021.345467544279
R.1,3828,2021.2621342109458,2021.345467544279
B.1.1.7,303329,2021.2812991664557,2021.364632499789
P.1,18725,2021.2812991664557,2021.364632499789
B.1.617.2,18629,2021.2812991664557,2021.364632499789
B.1.526,14788,2021.2812991664557,2021.364632499789
B.1.351,6478,2021.2812991664557,2021.364632499789
P.1.14,6211,2021.2812991664557,2021.364632499789
B.1.1.519,5363,2021.2812991664557,2021.364632499789
B.1.637,4561,2021.2812991664557,2021.364632499789
B.1.429,4069,2021.2812991664557,2021.364632499789
Q.3,3320,2021.2812991664557,2021.364632499789
B.1.1.7,280371,2021.3004641219657,2021.383797455299
B.1.617.2,20467,2021.3004641219657,2021.383797455299
P.1,18870,2021.3004641219657,2021.383797455299
B.1.526,11960,2021.3004641219657,2021.383797455299
P.1.14,6028,2021.3004641219657,2021.383797455299
AY.4,5993,2021.3004641219657,2021.383797455299
B.1.351,5845,2021.3004641219657,2021.383797455299
B.1.1.519,4360,2021.3004641219657,2021.383797455299
B.1.637,4034,2021.3004641219657,2021.383797455299
Q.3,2998,2021.3004641219657,2021.383797455299
B.1.1.7,245630,2021.3196290774756,2021.4029624108089
B.1.617.2,20784,2021.3196290774756,2021.4029624108089
P.1,18136,2021.3196290774756,2021.4029624108089
AY.4,12259,2021.3196290774756,2021.4029624108089
B.1.526,9196,2021.3196290774756,2021.4029624108089
P.1.14,5403,2021.3196290774756,2021.4029624108089
B.1.351,4997,2021.3196290774756,2021.4029624108089
B.1.637,3524,2021.3196290774756,2021.4029624108089
B.1.1.519,3445,2021.3196290774756,2021.4029624108089
Q.3,2542,2021.3196290774756,2021.4029624108089
B.1.1.7,203911,2021.3387940329856,2021.4221273663188
AY.4,23632,2021.3387940329856,2021.4221273663188
B.1.617.2,20178,2021.3387940329856,2021.4221273663188
P.1,17454,2021.3387940329856,2021.4221273663188
B.1.526,6643,2021.3387940329856,2021.4221273663188
P.1.14,4680,2021.3387940329856,2021.4221273663188
B.1.351,4299,2021.3387940329856,2021.4221273663188
B.1.637,2825,2021.3387940329856,2021.4221273663188
B.1.1.519,2464,2021.3387940329856,2021.4221273663188
AY.5,2320,2021.3387940329856,2021.4221273663188
B.1.1.7,164966,2021.3579589884955,2021.4412923218288
AY.4,35196,2021.3579589884955,2021.4412923218288
B.1.617.2,20322,2021.3579589884955,2021.4412923218288
P.1,17158,2021.3579589884955,2021.4412923218288
B.1.526,4734,2021.3579589884955,2021.4412923218288
P.1.14,4306,2021.3579589884955,2021.4412923218288
B.1.351,3729,2021.3579589884955,2021.4412923218288
AY.9,3440,2021.3579589884955,2021.4412923218288
AY.5,3274,2021.3579589884955,2021.4412923218288
AY.122,3253,2021.3579589884955,2021.4412923218288
B.1.1.7,128626,2021.3771239440055,2021.4604572773387
AY.4,45155,2021.3771239440055,2021.4604572773387
B.1.617.2,20705,2021.3771239440055,2021.4604572773387
P.1,16273,2021.3771239440055,2021.4604572773387
AY.122,4675,2021.3771239440055,2021.4604572773387
AY.9,4016,2021.3771239440055,2021.4604572773387
AY.5,3631,2021.3771239440055,2021.4604572773387
P.1.14,3598,2021.3771239440055,2021.4604572773387
B.1.351,3303,2021.3771239440055,2021.4604572773387
B.1.526,3290,2021.3771239440055,2021.4604572773387
B.1.1.7,99857,2021.3962888995154,2021.4796222328487
AY.4,57978,2021.3962888995154,2021.4796222328487
B.1.617.2,22063,2021.3962888995154,2021.4796222328487
P.1,15722,2021.3962888995154,2021.4796222328487
AY.122,6773,2021.3962888995154,2021.4796222328487
AY.9,4491,2021.3962888995154,2021.4796222328487
AY.44,4370,2021.3962888995154,2021.4796222328487
AY.5,4198,2021.3962888995154,2021.4796222328487
P.1.14,3050,2021.3962888995154,2021.4796222328487
B.1.351,3032,2021.3962888995154,2021.4796222328487
B.1.1.7,76877,2021.4154538550254,2021.4987871883586
AY.4,74357,2021.4154538550254,2021.4987871883586
B.1.617.2,25237,2021.4154538550254,2021.4987871883586
P.1,15481,2021.4154538550254,2021.4987871883586
AY.122,9646,2021.4154538550254,2021.4987871883586
AY.44,6787,2021.4154538550254,2021.4987871883586
AY.5,5310,2021.4154538550254,2021.4987871883586
AY.9,4922,2021.4154538550254,2021.4987871883586
AY.98,3339,2021.4154538550254,2021.4987871883586
AY.6,3003,2021.4154538550254,2021.4987871883586
AY.4,82771,2021.434618810535,2021.5179521438683
B.1.1.7,59271,2021.434618810535,2021.5179521438683
B.1.617.2,30760,2021.434618810535,2021.5179521438683
P.1,14339,2021.434618810535,2021.5179521438683
AY.122,12520,2021.434618810535,2021.5179521438683
AY.44,9950,2021.434618810535,2021.5179521438683
AY.5,5952,2021.434618810535,2021.5179521438683
AY.9,4361,2021.434618810535,2021.5179521438683
AY.103,4256,2021.434618810535,2021.5179521438683
AY.98,3948,2021.434618810535,2021.5179521438683
AY.4,95254,2021.453783766045,2021.5371170993783
B.1.1.7,45853,2021.453783766045,2021.5371170993783
B.1.617.2,35146,2021.453783766045,2021.5371170993783
AY.122,15270,2021.453783766045,2021.5371170993783
AY.44,15229,2021.453783766045,2021.5371170993783
P.1,13740,2021.453783766045,2021.5371170993783
AY.43,11256,2021.453783766045,2021.5371170993783
AY.5,7791,2021.453783766045,2021.5371170993783
AY.103,7596,2021.453783766045,2021.5371170993783
AY.25,5667,2021.453783766045,2021.5371170993783
AY.4,104806,2021.472948721555,2021.5562820548882
B.1.617.2,40227,2021.472948721555,2021.5562820548882
B.1.1.7,36189,2021.472948721555,2021.5562820548882
AY.44,23196,2021.472948721555,2021.5562820548882
AY.43,22708,2021.472948721555,2021.5562820548882
AY.122,18885,2021.472948721555,2021.5562820548882
AY.103,13706,2021.472948721555,2021.5562820548882
P.1,13498,2021.472948721555,2021.5562820548882
AY.5,10281,2021.472948721555,2021.5562820548882
AY.25,9759,2021.472948721555,2021.5562820548882
AY.4,111537,2021.492113677065,2021.5754470103982
B.1.617.2,45217,2021.492113677065,2021.5754470103982
AY.44,33241,2021.492113677065,2021.5754470103982
AY.43,32692,2021.492113677065,2021.5754470103982
B.1.1.7,29239,2021.492113677065,2021.5754470103982
AY.103,22666,2021.492113677065,2021.5754470103982
AY.122,21778,2021.492113677065,2021.5754470103982
AY.25,15195,2021.492113677065,2021.5754470103982
AY.3,14743,2021.492113677065,2021.5754470103982
AY.29,13299,2021.492113677065,2021.5754470103982
AY.4,114214,2021.5112786325749,2021.5946119659081
B.1.617.2,51903,2021.5112786325749,2021.5946119659081
AY.44,44266,2021.5112786325749,2021.5946119659081
AY.43,40647,2021.5112786325749,2021.5946119659081
AY.103,33028,2021.5112786325749,2021.5946119659081
AY.122,25412,2021.5112786325749,2021.5946119659081
B.1.1.7,22578,2021.5112786325749,2021.5946119659081
AY.3,22054,2021.5112786325749,2021.5946119659081
AY.25,22021,2021.5112786325749,2021.5946119659081
AY.29,18962,2021.5112786325749,2021.5946119659081
AY.4,119252,2021.5304435880848,2021.613776921418
B.1.617.2,54027,2021.5304435880848,2021.613776921418
AY.44,51768,2021.5304435880848,2021.613776921418
AY.43,46290,2021.5304435880848,2021.613776921418
AY.103,41444,2021.5304435880848,2021.613776921418
AY.122,29002,2021.5304435880848,2021.613776921418
AY.29,28372,2021.5304435880848,2021.613776921418
AY.3,27705,2021.5304435880848,2021.613776921418
AY.25,27180,2021.5304435880848,2021.613776921418
AY.25.1,19313,2021.5304435880848,2021.613776921418
AY.4,125722,2021.5496085435948,2021.632941876928
B.1.617.2,80421,2021.5496085435948,2021.632941876928
AY.44,56289,2021.5496085435948,2021.632941876928
AY.103,47725,2021.5496085435948,2021.632941876928
AY.43,45704,2021.5496085435948,2021.632941876928
AY.29,41388,2021.5496085435948,2021.632941876928
AY.3,31935,2021.5496085435948,2021.632941876928
AY.25,30842,2021.5496085435948,2021.632941876928
AY.122,30822,2021.5496085435948,2021.632941876928
AY.25.1,24399,2021.5496085435948,2021.632941876928
AY.4,128807,2021.5687734991047,2021.652106832438
B.1.617.2,82572,2021.5687734991047,2021.652106832438
AY.44,57511,2021.5687734991047,2021.652106832438
AY.103,51207,2021.5687734991047,2021.652106832438
AY.29,50708,2021.5687734991047,2021.652106832438
AY.43,45316,2021.5687734991047,2021.652106832438
AY.3,35068,2021.5687734991047,2021.652106832438
AY.122,32957,2021.5687734991047,2021.652106832438
AY.25,32726,2021.5687734991047,2021.652106832438
AY.25.1,28220,2021.5687734991047,2021.652106832438
AY.4,136484,2021.5879384546147,2021.671271787948
B.1.617.2,84078,2021.5879384546147,2021.671271787948
AY.44,56419,2021.5879384546147,2021.671271787948
AY.29,53258,2021.5879384546147,2021.671271787948
AY.103,52899,2021.5879384546147,2021.671271787948
AY.43,45296,2021.5879384546147,2021.671271787948
AY.3,36416,2021.5879384546147,2021.671271787948
AY.122,33672,2021.5879384546147,2021.671271787948
AY.25,32998,2021.5879384546147,2021.671271787948
AY.25.1,30441,2021.5879384546147,2021.671271787948
AY.4,141977,2021.6071034101244,2021.6904367434577
B.1.617.2,82220,2021.6071034101244,2021.6904367434577
AY.44,55000,2021.6071034101244,2021.6904367434577
AY.103,54584,2021.6071034101244,2021.6904367434577
AY.29,51859,2021.6071034101244,2021.6904367434577
AY.43,44385,2021.6071034101244,2021.6904367434577
AY.3,37187,2021.6071034101244,2021.6904367434577
AY.122,33556,2021.6071034101244,2021.6904367434577
AY.25,32518,2021.6071034101244,2021.6904367434577
AY.25.1,30766,2021.6071034101244,2021.6904367434577
AY.4,146441,2021.6262683656344,2021.7096016989676
B.1.617.2,68551,2021.6262683656344,2021.7096016989676
AY.103,56710,2021.6262683656344,2021.7096016989676
AY.44,53850,2021.6262683656344,2021.7096016989676
AY.43,43244,2021.6262683656344,2021.7096016989676
AY.29,41745,2021.6262683656344,2021.7096016989676
AY.3,38475,2021.6262683656344,2021.7096016989676
AY.122,33012,2021.6262683656344,2021.7096016989676
AY.25,32486,2021.6262683656344,2021.7096016989676
AY.25.1,29693,2021.6262683656344,2021.7096016989676
AY.4,141861,2021.6454333211443,2021.7287666544776
AY.103,55761,2021.6454333211443,2021.7287666544776
AY.44,50829,2021.6454333211443,2021.7287666544776
B.1.617.2,50329,2021.6454333211443,2021.7287666544776
AY.43,39772,2021.6454333211443,2021.7287666544776
AY.3,37583,2021.6454333211443,2021.7287666544776
AY.25,30897,2021.6454333211443,2021.7287666544776
AY.122,30436,2021.6454333211443,2021.7287666544776
AY.29,27856,2021.6454333211443,2021.7287666544776
AY.25.1,27193,2021.6454333211443,2021.7287666544776
AY.4,138138,2021.6645982766543,2021.7479316099875
AY.103,55370,2021.6645982766543,2021.7479316099875
AY.44,47993,2021.6645982766543,2021.7479316099875
B.1.617.2,46619,2021.6645982766543,2021.7479316099875
AY.43,38300,2021.6645982766543,2021.7479316099875
AY.3,36682,2021.6645982766543,2021.7479316099875
AY.25,29621,2021.6645982766543,2021.7479316099875
AY.122,29591,2021.6645982766543,2021.7479316099875
AY.25.1,25142,2021.6645982766543,2021.7479316099875
AY.100,17515,2021.6645982766543,2021.7479316099875
AY.4,134655,2021.6837632321642,2021.7670965654975
AY.103,55837,2021.6837632321642,2021.7670965654975
AY.44,46610,2021.6837632321642,2021.7670965654975
B.1.617.2,43635,2021.6837632321642,2021.7670965654975
AY.43,36802,2021.6837632321642,2021.7670965654975
AY.3,36035,2021.6837632321642,2021.7670965654975
AY.25,28655,2021.6837632321642,2021.7670965654975
AY.122,28559,2021.6837632321642,2021.7670965654975
AY.25.1,24595,2021.6837632321642,2021.7670965654975
AY.100,17447,2021.6837632321642,2021.7670965654975
AY.4,132958,2021.7029281876742,2021.7862615210074
AY.103,53315,2021.7029281876742,2021.7862615210074
AY.44,43095,2021.7029281876742,2021.7862615210074
B.1.617.2,40783,2021.7029281876742,2021.7862615210074
AY.43,35858,2021.7029281876742,2021.7862615210074
AY.3,33370,2021.7029281876742,2021.7862615210074
AY.122,28508,2021.7029281876742,2021.7862615210074
AY.25,26395,2021.7029281876742,2021.7862615210074
AY.25.1,23719,2021.7029281876742,2021.7862615210074
AY.100,16815,2021.7029281876742,2021.7862615210074
AY.4,131546,2021.722093143184,2021.8054264765174
AY.103,52354,2021.722093143184,2021.8054264765174
AY.44,41505,2021.722093143184,2021.8054264765174
B.1.617.2,41019,2021.722093143184,2021.8054264765174
AY.43,37303,2021.722093143184,2021.8054264765174
AY.3,31698,2021.722093143184,2021.8054264765174
AY.122,29480,2021.722093143184,2021.8054264765174
AY.25,24796,2021.722093143184,2021.8054264765174
AY.25.1,23922,2021.722093143184,2021.8054264765174
AY.100,16266,2021.722093143184,2021.8054264765174
AY.4,136318,2021.741258098694,2021.8245914320273
AY.103,54283,2021.741258098694,2021.8245914320273
AY.44,42494,2021.741258098694,2021.8245914320273
AY.43,41866,2021.741258098694,2021.8245914320273
B.1.617.2,41159,2021.741258098694,2021.8245914320273
AY.122,33443,2021.741258098694,2021.8245914320273
AY.3,31490,2021.741258098694,2021.8245914320273
AY.25,24454,2021.741258098694,2021.8245914320273
AY.25.1,23789,2021.741258098694,2021.8245914320273
AY.100,16709,2021.741258098694,2021.8245914320273
AY.4,141342,2021.760423054204,2021.8437563875373
AY.103,56024,2021.760423054204,2021.8437563875373
AY.43,46830,2021.760423054204,2021.8437563875373
AY.44,43149,2021.760423054204,2021.8437563875373
B.1.617.2,40253,2021.760423054204,2021.8437563875373
AY.122,36835,2021.760423054204,2021.8437563875373
AY.3,30724,2021.760423054204,2021.8437563875373
AY.25,24253,2021.760423054204,2021.8437563875373
AY.25.1,23593,2021.760423054204,2021.8437563875373
AY.100,17214,2021.760423054204,2021.8437563875373
AY.4,146620,2021.7795880097137,2021.862921343047
AY.103,59659,2021.7795880097137,2021.862921343047
AY.43,54420,2021.7795880097137,2021.862921343047
AY.44,44417,2021.7795880097137,2021.862921343047
AY.122,41085,2021.7795880097137,2021.862921343047
B.1.617.2,40192,2021.7795880097137,2021.862921343047
AY.3,30934,2021.7795880097137,2021.862921343047
AY.25,24393,2021.7795880097137,2021.862921343047
AY.25.1,23701,2021.7795880097137,2021.862921343047
AY.4.2,20281,2021.7795880097137,2021.862921343047
AY.4,152893,2021.7987529652237,2021.882086298557
AY.103,64298,2021.7987529652237,2021.882086298557
AY.43,61650,2021.7987529652237,2021.882086298557
AY.44,45704,2021.7987529652237,2021.882086298557
AY.122,44150,2021.7987529652237,2021.882086298557
B.1.617.2,39704,2021.7987529652237,2021.882086298557
AY.3,31942,2021.7987529652237,2021.882086298557
AY.25,25184,2021.7987529652237,2021.882086298557
AY.4.2,24012,2021.7987529652237,2021.882086298557
AY.25.1,23769,2021.7987529652237,2021.882086298557
AY.4,158180,2021.8179179207336,2021.901251254067
AY.43,66651,2021.8179179207336,2021.901251254067
AY.103,64427,2021.8179179207336,2021.901251254067
AY.122,44898,2021.8179179207336,2021.901251254067
AY.44,43668,2021.8179179207336,2021.901251254067
B.1.617.2,39621,2021.8179179207336,2021.901251254067
AY.3,30440,2021.8179179207336,2021.901251254067
AY.4.2,28699,2021.8179179207336,2021.901251254067
AY.25,24267,2021.8179179207336,2021.901251254067
AY.25.1,23565,2021.8179179207336,2021.901251254067
AY.4,164015,2021.8370828762436,2021.9204162095768
AY.43,73704,2021.8370828762436,2021.9204162095768
AY.103,69741,2021.8370828762436,2021.9204162095768
AY.122,46709,2021.8370828762436,2021.9204162095768
AY.44,44352,2021.8370828762436,2021.9204162095768
B.1.617.2,41917,2021.8370828762436,2021.9204162095768
AY.4.2,34796,2021.8370828762436,2021.9204162095768
AY.3,31361,2021.8370828762436,2021.9204162095768
AY.25,24753,2021.8370828762436,2021.9204162095768
AY.25.1,24656,2021.8370828762436,2021.9204162095768
