Pango lineage,n,time_start,time_end
AY.4,164879,2021.8562478317535,2021.9395811650868
AY.43,77390,2021.8562478317535,2021.9395811650868
AY.103,71649,2021.8562478317535,2021.9395811650868
AY.122,46991,2021.8562478317535,2021.9395811650868
AY.44,43570,2021.8562478317535,2021.9395811650868
B.1.617.2,43280,2021.8562478317535,2021.9395811650868
AY.4.2,39790,2021.8562478317535,2021.9395811650868
AY.3,31156,2021.8562478317535,2021.9395811650868
AY.25.1,24422,2021.8562478317535,2021.9395811650868
AY.25,24397,2021.8562478317535,2021.9395811650868
AY.4,151090,2021.8754127872635,2021.9587461205967
AY.43,76634,2021.8754127872635,2021.9587461205967
AY.103,69330,2021.8754127872635,2021.9587461205967
AY.122,46373,2021.8754127872635,2021.9587461205967
B.1.617.2,41953,2021.8754127872635,2021.9587461205967
AY.44,40468,2021.8754127872635,2021.9587461205967
AY.4.2,39680,2021.8754127872635,2021.9587461205967
BA.1,31404,2021.8754127872635,2021.9587461205967
AY.3,28974,2021.8754127872635,2021.9587461205967
AY.25.1,23426,2021.8754127872635,2021.9587461205967
AY.4,123346,2021.8945777427734,2021.9779110761067
BA.1,76329,2021.8945777427734,2021.9779110761067
AY.43,69478,2021.8945777427734,2021.9779110761067
AY.103,62234,2021.8945777427734,2021.9779110761067
BA.1.1,49553,2021.8945777427734,2021.9779110761067
AY.122,42668,2021.8945777427734,2021.9779110761067
B.1.617.2,38493,2021.8945777427734,2021.9779110761067
BA.1.17.2,36190,2021.8945777427734,2021.9779110761067
AY.44,35264,2021.8945777427734,2021.9779110761067
AY.4.2,34548,2021.8945777427734,2021.9779110761067
BA.1,128086,2021.9137426982834,2021.9970760316166
BA.1.1,110293,2021.9137426982834,2021.9970760316166
AY.4,87211,2021.9137426982834,2021.9970760316166
BA.1.17.2,61162,2021.9137426982834,2021.9970760316166
AY.43,57839,2021.9137426982834,2021.9970760316166
BA.1.15,57079,2021.9137426982834,2021.9970760316166
AY.103,50557,2021.9137426982834,2021.9970760316166
AY.122,36703,2021.9137426982834,2021.9970760316166
B.1.617.2,33352,2021.9137426982834,2021.9970760316166
AY.44,28217,2021.9137426982834,2021.9970760316166
BA.1.1,197565,2021.9329076537933,2022.0162409871266
BA.1,187693,2021.9329076537933,2022.0162409871266
BA.1.17.2,90703,2021.9329076537933,2022.0162409871266
BA.1.15,85417,2021.9329076537933,2022.0162409871266
AY.4,50530,2021.9329076537933,2022.0162409871266
AY.43,41459,2021.9329076537933,2022.0162409871266
AY.103,33407,2021.9329076537933,2022.0162409871266
BA.1.17,30652,2021.9329076537933,2022.0162409871266
BA.1.18,29502,2021.9329076537933,2022.0162409871266
AY.122,26831,2021.9329076537933,2022.0162409871266
BA.1.1,288981,2021.952072609303,2022.0354059426363
BA.1,227383,2021.952072609303,2022.0354059426363
BA.1.17.2,106669,2021.952072609303,2022.0354059426363
BA.1.15,106266,2021.952072609303,2022.0354059426363
BA.1.17,37498,2021.952072609303,2022.0354059426363
BA.1.18,36892,2021.952072609303,2022.0354059426363
BA.1.1.18,31051,2021.952072609303,2022.0354059426363
AY.43,27063,2021.952072609303,2022.0354059426363
AY.4,24371,2021.952072609303,2022.0354059426363
BA.1.15.1,23510,2021.952072609303,2022.0354059426363
BA.1.1,375021,2021.971237564813,2022.0545708981463
BA.1,237499,2021.971237564813,2022.0545708981463
BA.1.15,112762,2021.971237564813,2022.0545708981463
BA.1.17.2,109639,2021.971237564813,2022.0545708981463
BA.1.18,40265,2021.971237564813,2022.0545708981463
BA.1.17,39760,2021.971237564813,2022.0545708981463
BA.1.1.18,38769,2021.971237564813,2022.0545708981463
BA.2,32534,2021.971237564813,2022.0545708981463
BA.1.1.2,24905,2021.971237564813,2022.0545708981463
BA.1.20,23708,2021.971237564813,2022.0545708981463
BA.1.1,435018,2021.990402520323,2022.0737358536562
BA.1,230906,2021.990402520323,2022.0737358536562
BA.1.17.2,106141,2021.990402520323,2022.0737358536562
BA.1.15,104971,2021.990402520323,2022.0737358536562
BA.2,51317,2021.990402520323,2022.0737358536562
BA.1.1.18,42036,2021.990402520323,2022.0737358536562
BA.1.18,39758,2021.990402520323,2022.0737358536562
BA.1.17,37939,2021.990402520323,2022.0737358536562
BA.1.1.2,31027,2021.990402520323,2022.0737358536562
BA.1.1.1,23350,2021.990402520323,2022.0737358536562
BA.1.1,464053,2022.009567475833,2022.0929008091662
BA.1,201647,2022.009567475833,2022.0929008091662
BA.1.17.2,89447,2022.009567475833,2022.0929008091662
BA.1.15,87752,2022.009567475833,2022.0929008091662
BA.2,74994,2022.009567475833,2022.0929008091662
BA.1.1.18,40601,2022.009567475833,2022.0929008091662
BA.1.18,36182,2022.009567475833,2022.0929008091662
BA.1.1.2,34634,2022.009567475833,2022.0929008091662
BA.1.17,33189,2022.009567475833,2022.0929008091662
BA.1.1.1,26715,2022.009567475833,2022.0929008091662
BA.1.1,476255,2022.0287324313429,2022.1120657646761
BA.1,169822,2022.0287324313429,2022.1120657646761
BA.2,105943,2022.0287324313429,2022.1120657646761
BA.1.17.2,74426,2022.0287324313429,2022.1120657646761
BA.1.15,71497,2022.0287324313429,2022.1120657646761
BA.1.1.18,36719,2022.0287324313429,2022.1120657646761
BA.1.1.2,32096,2022.0287324313429,2022.1120657646761
BA.1.18,32043,2022.0287324313429,2022.1120657646761
BA.1.1.1,29256,2022.0287324313429,2022.1120657646761
BA.1.17,28779,2022.0287324313429,2022.1120657646761
BA.1.1,461762,2022.0478973868528,2022.131230720186
BA.2,144636,2022.0478973868528,2022.131230720186
BA.1,137211,2022.0478973868528,2022.131230720186
BA.1.17.2,59120,2022.0478973868528,2022.131230720186
BA.1.15,56173,2022.0478973868528,2022.131230720186
BA.1.1.18,31009,2022.0478973868528,2022.131230720186
BA.1.1.1,29399,2022.0478973868528,2022.131230720186
BA.2.9,27582,2022.0478973868528,2022.131230720186
BA.1.18,27462,2022.0478973868528,2022.131230720186
BA.1.17,23538,2022.0478973868528,2022.131230720186
BA.1.1,416162,2022.0670623423628,2022.150395675696
BA.2,188172,2022.0670623423628,2022.150395675696
BA.1,104147,2022.0670623423628,2022.150395675696
BA.1.17.2,43863,2022.0670623423628,2022.150395675696
BA.1.15,41980,2022.0670623423628,2022.150395675696
BA.2.9,33471,2022.0670623423628,2022.150395675696
BA.1.1.1,28182,2022.0670623423628,2022.150395675696
BA.1.1.18,24004,2022.0670623423628,2022.150395675696
BA.1.18,22645,2022.0670623423628,2022.150395675696
BA.2.10,19564,2022.0670623423628,2022.150395675696
BA.1.1,348669,2022.0862272978727,2022.169560631206
BA.2,231879,2022.0862272978727,2022.169560631206
BA.1,75193,2022.0862272978727,2022.169560631206
BA.2.9,40238,2022.0862272978727,2022.169560631206
BA.1.17.2,30956,2022.0862272978727,2022.169560631206
BA.1.15,29880,2022.0862272978727,2022.169560631206
BA.1.1.1,24750,2022.0862272978727,2022.169560631206
BA.2.10,19295,2022.0862272978727,2022.169560631206
BA.1.18,17718,2022.0862272978727,2022.169560631206
BA.1.1.18,16915,2022.0862272978727,2022.169560631206
BA.2,289485,2022.1053922533827,2022.188725586716
BA.1.1,270633,2022.1053922533827,2022.188725586716
BA.1,49222,2022.1053922533827,2022.188725586716
BA.2.9,48752,2022.1053922533827,2022.188725586716
BA.1.1.1,20023,2022.1053922533827,2022.188725586716
BA.1.15,19949,2022.1053922533827,2022.188725586716
BA.1.17.2,19626,2022.1053922533827,2022.188725586716
BA.2.3,17992,2022.1053922533827,2022.188725586716
BA.2.10,17227,2022.1053922533827,2022.188725586716
BA.1.1.2,14218,2022.1053922533827,2022.188725586716
BA.2,349929,2022.1245572088924,2022.2078905422256
BA.1.1,196455,2022.1245572088924,2022.2078905422256
BA.2.9,56546,2022.1245572088924,2022.2078905422256
BA.1,30059,2022.1245572088924,2022.2078905422256
BA.2.3,22376,2022.1245572088924,2022.2078905422256
BA.2.10,16228,2022.1245572088924,2022.2078905422256
BA.1.1.1,15513,2022.1245572088924,2022.2078905422256
BA.1.1.2,12334,2022.1245572088924,2022.2078905422256
BA.1.15,12291,2022.1245572088924,2022.2078905422256
BA.1.17.2,11707,2022.1245572088924,2022.2078905422256
BA.2,397373,2022.1437221644023,2022.2270554977356
BA.1.1,135501,2022.1437221644023,2022.2270554977356
BA.2.9,63173,2022.1437221644023,2022.2270554977356
BA.2.3,26158,2022.1437221644023,2022.2270554977356
BA.1,16917,2022.1437221644023,2022.2270554977356
BA.2.10,15130,2022.1437221644023,2022.2270554977356
BA.1.1.1,10766,2022.1437221644023,2022.2270554977356
BA.1.1.2,10221,2022.1437221644023,2022.2270554977356
BA.1.15,7342,2022.1437221644023,2022.2270554977356
BA.2.5,7014,2022.1437221644023,2022.2270554977356
BA.2,440066,2022.1628871199123,2022.2462204532455
BA.1.1,97184,2022.1628871199123,2022.2462204532455
BA.2.9,68765,2022.1628871199123,2022.2462204532455
BA.2.3,30710,2022.1628871199123,2022.2462204532455
BA.2.10,15005,2022.1628871199123,2022.2462204532455
BA.1,10337,2022.1628871199123,2022.2462204532455
BA.1.1.2,8384,2022.1628871199123,2022.2462204532455
BA.1.1.1,7681,2022.1628871199123,2022.2462204532455
BA.2.1,7456,2022.1628871199123,2022.2462204532455
BA.2.5,6963,2022.1628871199123,2022.2462204532455
BA.2,426854,2022.1820520754222,2022.2653854087555
BA.2.9,68287,2022.1820520754222,2022.2653854087555
BA.1.1,65868,2022.1820520754222,2022.2653854087555
BA.2.3,32682,2022.1820520754222,2022.2653854087555
BA.2.10,13332,2022.1820520754222,2022.2653854087555
BA.1.1.2,6650,2022.1820520754222,2022.2653854087555
BA.2.12.1,6552,2022.1820520754222,2022.2653854087555
BA.2.1,6550,2022.1820520754222,2022.2653854087555
BA.2.23,6320,2022.1820520754222,2022.2653854087555
BA.2.5,5884,2022.1820520754222,2022.2653854087555
BA.2,399811,2022.2012170309322,2022.2845503642654
BA.2.9,65970,2022.2012170309322,2022.2845503642654
BA.1.1,43995,2022.2012170309322,2022.2845503642654
BA.2.3,33806,2022.2012170309322,2022.2845503642654
BA.2.12.1,13305,2022.2012170309322,2022.2845503642654
BA.2.10,11586,2022.2012170309322,2022.2845503642654
BA.2.23,5945,2022.2012170309322,2022.2845503642654
BA.2.1,5456,2022.2012170309322,2022.2845503642654
BA.1.1.2,5075,2022.2012170309322,2022.2845503642654
BA.2.5,4633,2022.2012170309322,2022.2845503642654
BA.2,358702,2022.2203819864421,2022.3037153197754
BA.2.9,61097,2022.2203819864421,2022.3037153197754
BA.2.3,33907,2022.2203819864421,2022.3037153197754
BA.1.1,28196,2022.2203819864421,2022.3037153197754
BA.2.12.1,22174,2022.2203819864421,2022.3037153197754
BA.2.10,9758,2022.2203819864421,2022.3037153197754
BA.2.23,5824,2022.2203819864421,2022.3037153197754
BA.2.1,4232,2022.2203819864421,2022.3037153197754
BA.1.1.2,3809,2022.2203819864421,2022.3037153197754
BA.2.5,3536,2022.2203819864421,2022.3037153197754
BA.2,308194,2022.239546941952,2022.3228802752853
BA.2.9,55755,2022.239546941952,2022.3228802752853
BA.2.12.1,34108,2022.239546941952,2022.3228802752853
BA.2.3,32337,2022.239546941952,2022.3228802752853
BA.1.1,17344,2022.239546941952,2022.3228802752853
BA.2.10,7818,2022.239546941952,2022.3228802752853
BA.2.23,4968,2022.239546941952,2022.3228802752853
BA.2.3.1,3589,2022.239546941952,2022.3228802752853
BA.2.36,3059,2022.239546941952,2022.3228802752853
BA.2.1,2879,2022.239546941952,2022.3228802752853
BA.2,283583,2022.258711897462,2022.3420452307953
BA.2.9,51422,2022.258711897462,2022.3420452307953
BA.2.12.1,49362,2022.258711897462,2022.3420452307953
BA.2.3,30995,2022.258711897462,2022.3420452307953
BA.1.1,10998,2022.258711897462,2022.3420452307953
BA.2.10,6751,2022.258711897462,2022.3420452307953
BA.2.23,5008,2022.258711897462,2022.3420452307953
BA.2.36,3512,2022.258711897462,2022.3420452307953
BA.2.3.1,3347,2022.258711897462,2022.3420452307953
BA.2.18,2858,2022.258711897462,2022.3420452307953
BA.2,253802,2022.277876852972,2022.3612101863052
BA.2.12.1,68091,2022.277876852972,2022.3612101863052
BA.2.9,46025,2022.277876852972,2022.3612101863052
BA.2.3,29649,2022.277876852972,2022.3612101863052
BA.1.1,6663,2022.277876852972,2022.3612101863052
BA.2.10,5828,2022.277876852972,2022.3612101863052
BA.2.23,4744,2022.277876852972,2022.3612101863052
BA.2.36,3818,2022.277876852972,2022.3612101863052
BA.2.3.1,3543,2022.277876852972,2022.3612101863052
BA.2.18,3444,2022.277876852972,2022.3612101863052
BA.2,224091,2022.2970418084817,2022.380375141815
BA.2.12.1,88611,2022.2970418084817,2022.380375141815
BA.2.9,41100,2022.2970418084817,2022.380375141815
BA.2.3,27556,2022.2970418084817,2022.380375141815
BA.2.10,5010,2022.2970418084817,2022.380375141815
BA.1.1,4323,2022.2970418084817,2022.380375141815
BA.2.36,4051,2022.2970418084817,2022.380375141815
BA.2.23,3989,2022.2970418084817,2022.380375141815
BA.2.18,3694,2022.2970418084817,2022.380375141815
BA.2.3.1,3499,2022.2970418084817,2022.380375141815
BA.2,184850,2022.3162067639917,2022.399540097325
BA.2.12.1,108821,2022.3162067639917,2022.399540097325
BA.2.9,34189,2022.3162067639917,2022.399540097325
BA.2.3,23830,2022.3162067639917,2022.399540097325
BA.5.1,4833,2022.3162067639917,2022.399540097325
BA.4.1,4418,2022.3162067639917,2022.399540097325
BA.2.10,4240,2022.3162067639917,2022.399540097325
BA.2.36,4100,2022.3162067639917,2022.399540097325
BA.2.18,3782,2022.3162067639917,2022.399540097325
BA.2.3.1,3452,2022.3162067639917,2022.399540097325
BA.2,155344,2022.3353717195016,2022.4187050528349
BA.2.12.1,124633,2022.3353717195016,2022.4187050528349
BA.2.9,28325,2022.3353717195016,2022.4187050528349
BA.2.3,20819,2022.3353717195016,2022.4187050528349
BA.5.1,9682,2022.3353717195016,2022.4187050528349
BA.4.1,6930,2022.3353717195016,2022.4187050528349
BA.4,4584,2022.3353717195016,2022.4187050528349
BA.2.18,3992,2022.3353717195016,2022.4187050528349
BA.2.36,3972,2022.3353717195016,2022.4187050528349
BA.2.10,3646,2022.3353717195016,2022.4187050528349
BA.2.12.1,134190,2022.3545366750116,2022.4378700083448
BA.2,124635,2022.3545366750116,2022.4378700083448
BA.2.9,22603,2022.3545366750116,2022.4378700083448
BA.2.3,17154,2022.3545366750116,2022.4378700083448
BA.5.1,16157,2022.3545366750116,2022.4378700083448
BA.4.1,10928,2022.3545366750116,2022.4378700083448
BA.4,6751,2022.3545366750116,2022.4378700083448
BA.5.2.1,6748,2022.3545366750116,2022.4378700083448
BA.5.5,5399,2022.3545366750116,2022.4378700083448
BA.2.18,4023,2022.3545366750116,2022.4378700083448
BA.2.12.1,131686,2022.3737016305215,2022.4570349638548
BA.2,96247,2022.3737016305215,2022.4570349638548
BA.5.1,25823,2022.3737016305215,2022.4570349638548
BA.2.9,17430,2022.3737016305215,2022.4570349638548
BA.4.1,15816,2022.3737016305215,2022.4570349638548
BA.2.3,13505,2022.3737016305215,2022.4570349638548
BA.5.2.1,12580,2022.3737016305215,2022.4570349638548
BA.4,10089,2022.3737016305215,2022.4570349638548
BA.5.5,8389,2022.3737016305215,2022.4570349638548
BA.5.2,6502,2022.3737016305215,2022.4570349638548
BA.2.12.1,119976,2022.3928665860315,2022.4761999193647
BA.2,73046,2022.3928665860315,2022.4761999193647
BA.5.1,38409,2022.3928665860315,2022.4761999193647
BA.5.2.1,21596,2022.3928665860315,2022.4761999193647
BA.4.1,20998,2022.3928665860315,2022.4761999193647
BA.4,13561,2022.3928665860315,2022.4761999193647
BA.2.9,12853,2022.3928665860315,2022.4761999193647
BA.5.2,12218,2022.3928665860315,2022.4761999193647
BA.5.5,11940,2022.3928665860315,2022.4761999193647
BE.1.1,10625,2022.3928665860315,2022.4761999193647
BA.2.12.1,104426,2022.4120315415414,2022.4953648748747
BA.2,54135,2022.4120315415414,2022.4953648748747
BA.5.1,52171,2022.4120315415414,2022.4953648748747
BA.5.2.1,34041,2022.4120315415414,2022.4953648748747
BA.4.1,25797,2022.4120315415414,2022.4953648748747
BA.5.2,20660,2022.4120315415414,2022.4953648748747
BA.4,17274,2022.4120315415414,2022.4953648748747
BA.5.5,15892,2022.4120315415414,2022.4953648748747
BE.1.1,15517,2022.4120315415414,2022.4953648748747
BA.2.9,9398,2022.4120315415414,2022.4953648748747
BA.2.12.1,81368,2022.4311964970514,2022.5145298303846
BA.5.1,64152,2022.4311964970514,2022.5145298303846
BA.5.2.1,49304,2022.4311964970514,2022.5145298303846
BA.2,37621,2022.4311964970514,2022.5145298303846
BA.5.2,31487,2022.4311964970514,2022.5145298303846
BA.4.1,28658,2022.4311964970514,2022.5145298303846
BA.4,19737,2022.4311964970514,2022.5145298303846
BA.5.5,19284,2022.4311964970514,2022.5145298303846
BE.1.1,19030,2022.4311964970514,2022.5145298303846
BA.5.6,9078,2022.4311964970514,2022.5145298303846
BA.5.1,73372,2022.4503614525613,2022.5336947858946
BA.5.2.1,64488,2022.4503614525613,2022.5336947858946
BA.2.12.1,60494,2022.4503614525613,2022.5336947858946
BA.5.2,43671,2022.4503614525613,2022.5336947858946
BA.4.1,29652,2022.4503614525613,2022.5336947858946
BA.2,25171,2022.4503614525613,2022.5336947858946
BA.5.5,22405,2022.4503614525613,2022.5336947858946
BE.1.1,20858,2022.4503614525613,2022.5336947858946
BA.4,20165,2022.4503614525613,2022.5336947858946
BA.5.6,11881,2022.4503614525613,2022.5336947858946
BA.5.2.1,77015,2022.469526408071,2022.5528597414043
BA.5.1,76870,2022.469526408071,2022.5528597414043
BA.5.2,56060,2022.469526408071,2022.5528597414043
BA.2.12.1,43041,2022.469526408071,2022.5528597414043
BA.4.1,28282,2022.469526408071,2022.5528597414043
BA.5.5,24130,2022.469526408071,2022.5528597414043
BE.1.1,21151,2022.469526408071,2022.5528597414043
BA.4,18660,2022.469526408071,2022.5528597414043
BA.2,16851,2022.469526408071,2022.5528597414043
BF.5,14493,2022.469526408071,2022.5528597414043
BA.5.2.1,83432,2022.488691363581,2022.5720246969142
BA.5.1,74773,2022.488691363581,2022.5720246969142
BA.5.2,64549,2022.488691363581,2022.5720246969142
BA.2.12.1,28579,2022.488691363581,2022.5720246969142
BA.4.1,25056,2022.488691363581,2022.5720246969142
BA.5.5,23418,2022.488691363581,2022.5720246969142
BE.1.1,19421,2022.488691363581,2022.5720246969142
BF.5,16901,2022.488691363581,2022.5720246969142
BA.4,15805,2022.488691363581,2022.5720246969142
BA.5.6,15279,2022.488691363581,2022.5720246969142
BA.5.2.1,85014,2022.507856319091,2022.5911896524242
BA.5.2,69984,2022.507856319091,2022.5911896524242
BA.5.1,69634,2022.507856319091,2022.5911896524242
BA.5.5,22292,2022.507856319091,2022.5911896524242
BA.4.1,20975,2022.507856319091,2022.5911896524242
BA.2.12.1,18668,2022.507856319091,2022.5911896524242
BF.5,17842,2022.507856319091,2022.5911896524242
BE.1.1,17590,2022.507856319091,2022.5911896524242
BA.5.6,15741,2022.507856319091,2022.5911896524242
BA.4,12335,2022.507856319091,2022.5911896524242
BA.5.2.1,80717,2022.5270212746009,2022.6103546079341
BA.5.2,71132,2022.5270212746009,2022.6103546079341
BA.5.1,61680,2022.5270212746009,2022.6103546079341
BA.5.5,18770,2022.5270212746009,2022.6103546079341
BF.5,16978,2022.5270212746009,2022.6103546079341
BA.4.1,16272,2022.5270212746009,2022.6103546079341
BE.1.1,15604,2022.5270212746009,2022.6103546079341
BA.5.6,14406,2022.5270212746009,2022.6103546079341
BA.2.12.1,10865,2022.5270212746009,2022.6103546079341
BA.4.6,10084,2022.5270212746009,2022.6103546079341
BA.5.2.1,75852,2022.5461862301108,2022.629519563444
BA.5.2,70296,2022.5461862301108,2022.629519563444
BA.5.1,53444,2022.5461862301108,2022.629519563444
BF.5,15787,2022.5461862301108,2022.629519563444
BA.5.5,15465,2022.5461862301108,2022.629519563444
BE.1.1,13092,2022.5461862301108,2022.629519563444
BA.5.6,13064,2022.5461862301108,2022.629519563444
BA.4.1,12288,2022.5461862301108,2022.629519563444
BA.4.6,10937,2022.5461862301108,2022.629519563444
BE.1,8182,2022.5461862301108,2022.629519563444
BA.5.2.1,70813,2022.5653511856208,2022.648684518954
BA.5.2,68834,2022.5653511856208,2022.648684518954
BA.5.1,46475,2022.5653511856208,2022.648684518954
BF.5,14855,2022.5653511856208,2022.648684518954
BA.5.5,12941,2022.5653511856208,2022.648684518954
BA.4.6,11713,2022.5653511856208,2022.648684518954
BA.5.6,11626,2022.5653511856208,2022.648684518954
BE.1.1,11041,2022.5653511856208,2022.648684518954
BA.4.1,9333,2022.5653511856208,2022.648684518954
BE.1,7119,2022.5653511856208,2022.648684518954
BA.5.2,66703,2022.5845161411307,2022.667849474464
BA.5.2.1,66430,2022.5845161411307,2022.667849474464
BA.5.1,40871,2022.5845161411307,2022.667849474464
BF.5,14204,2022.5845161411307,2022.667849474464
BA.4.6,12811,2022.5845161411307,2022.667849474464
BA.5.5,10807,2022.5845161411307,2022.667849474464
BA.5.6,10154,2022.5845161411307,2022.667849474464
BE.1.1,9385,2022.5845161411307,2022.667849474464
BA.4.1,7221,2022.5845161411307,2022.667849474464
BA.5,6270,2022.5845161411307,2022.667849474464
BA.5.2,65456,2022.6036810966407,2022.687014429974
BA.5.2.1,62704,2022.6036810966407,2022.687014429974
BA.5.1,36583,2022.6036810966407,2022.687014429974
BA.4.6,13747,2022.6036810966407,2022.687014429974
BF.5,13737,2022.6036810966407,2022.687014429974
BA.5.6,9216,2022.6036810966407,2022.687014429974
BA.5.5,9155,2022.6036810966407,2022.687014429974
BE.1.1,8367,2022.6036810966407,2022.687014429974
BA.5,5822,2022.6036810966407,2022.687014429974
BF.10,5720,2022.6036810966407,2022.687014429974
BA.5.2,63815,2022.6228460521506,2022.706179385484
BA.5.2.1,58662,2022.6228460521506,2022.706179385484
BA.5.1,34142,2022.6228460521506,2022.706179385484
BA.4.6,14568,2022.6228460521506,2022.706179385484
BF.5,13557,2022.6228460521506,2022.706179385484
BA.5.6,8023,2022.6228460521506,2022.706179385484
BE.1.1,7722,2022.6228460521506,2022.706179385484
BA.5.5,7486,2022.6228460521506,2022.706179385484
BA.5,5464,2022.6228460521506,2022.706179385484
BF.10,5413,2022.6228460521506,2022.706179385484
BA.5.2,61556,2022.6420110076604,2022.7253443409936
BA.5.2.1,54614,2022.6420110076604,2022.7253443409936
BA.5.1,31663,2022.6420110076604,2022.7253443409936
BA.4.6,15240,2022.6420110076604,2022.7253443409936
BF.5,13016,2022.6420110076604,2022.7253443409936
BE.1.1,7162,2022.6420110076604,2022.7253443409936
BA.5.6,6818,2022.6420110076604,2022.7253443409936
BA.5.5,6101,2022.6420110076604,2022.7253443409936
BF.7,5523,2022.6420110076604,2022.7253443409936
BA.5.2.20,5207,2022.6420110076604,2022.7253443409936
BA.5.2,59218,2022.6611759631703,2022.7445092965036
BA.5.2.1,50365,2022.6611759631703,2022.7445092965036
BA.5.1,29654,2022.6611759631703,2022.7445092965036
BA.4.6,15195,2022.6611759631703,2022.7445092965036
BF.5,12380,2022.6611759631703,2022.7445092965036
BF.7,6967,2022.6611759631703,2022.7445092965036
BE.1.1,6725,2022.6611759631703,2022.7445092965036
BA.5.6,5755,2022.6611759631703,2022.7445092965036
BA.5.2.20,5309,2022.6611759631703,2022.7445092965036
BA.5,4895,2022.6611759631703,2022.7445092965036
BA.5.2,56925,2022.6803409186803,2022.7636742520135
BA.5.2.1,46856,2022.6803409186803,2022.7636742520135
BA.5.1,27782,2022.6803409186803,2022.7636742520135
BA.4.6,14592,2022.6803409186803,2022.7636742520135
BF.5,12062,2022.6803409186803,2022.7636742520135
BF.7,8962,2022.6803409186803,2022.7636742520135
BE.1.1,6336,2022.6803409186803,2022.7636742520135
BA.5.2.20,5331,2022.6803409186803,2022.7636742520135
BA.5.6,4687,2022.6803409186803,2022.7636742520135
BA.5,4588,2022.6803409186803,2022.7636742520135
BA.5.2,53319,2022.6995058741902,2022.7828392075235
BA.5.2.1,43113,2022.6995058741902,2022.7828392075235
BA.5.1,25411,2022.6995058741902,2022.7828392075235
BA.4.6,13467,2022.6995058741902,2022.7828392075235
BF.5,11690,2022.6995058741902,2022.7828392075235
BF.7,10914,2022.6995058741902,2022.7828392075235
BE.1.1,5809,2022.6995058741902,2022.7828392075235
BA.5.2.20,5159,2022.6995058741902,2022.7828392075235
BQ.1.1,5085,2022.6995058741902,2022.7828392075235
BA.5,4333,2022.6995058741902,2022.7828392075235
BA.5.2,48884,2022.7186708297002,2022.8020041630334
BA.5.2.1,39156,2022.7186708297002,2022.8020041630334
BA.5.1,22643,2022.7186708297002,2022.8020041630334
BF.7,12688,2022.7186708297002,2022.8020041630334
BA.4.6,12025,2022.7186708297002,2022.8020041630334
BF.5,11089,2022.7186708297002,2022.8020041630334
BQ.1.1,7575,2022.7186708297002,2022.8020041630334
BE.1.1,5141,2022.7186708297002,2022.8020041630334
BA.5.2.20,4788,2022.7186708297002,2022.8020041630334
BA.5,3947,2022.7186708297002,2022.8020041630334
BA.5.2,44005,2022.73783578521,2022.8211691185434
BA.5.2.1,34801,2022.73783578521,2022.8211691185434
BA.5.1,19581,2022.73783578521,2022.8211691185434
BF.7,13960,2022.73783578521,2022.8211691185434
BQ.1.1,10627,2022.73783578521,2022.8211691185434
BF.5,10601,2022.73783578521,2022.8211691185434
BA.4.6,10521,2022.73783578521,2022.8211691185434
BQ.1,5411,2022.73783578521,2022.8211691185434
BE.1.1,4405,2022.73783578521,2022.8211691185434
BA.5.2.20,4360,2022.73783578521,2022.8211691185434
BA.5.2,38310,2022.75700074072,2022.8403340740533
BA.5.2.1,30711,2022.75700074072,2022.8403340740533
BA.5.1,16623,2022.75700074072,2022.8403340740533
BF.7,14047,2022.75700074072,2022.8403340740533
BQ.1.1,13845,2022.75700074072,2022.8403340740533
BF.5,10195,2022.75700074072,2022.8403340740533
BA.4.6,9193,2022.75700074072,2022.8403340740533
